Patentnumber;Similarity (DSS-Inclusion);Science-driven novelty dummy
US7121471;0.004108885;1
US7122076;0;0
US7122087;0.01174743;1
US7122323;0;0
US7123126;0.01140174;1
US7123146;0;0
US7123148;0;0
US7123149;0;0
US7123150;0;0
US7123151;0;0
US7123171;0;0
US7123204;0;0
US7123210;0.008602151;1
US7123377;0;0
US7123696;0.004357298;1
US7123988;0;0
US7124028;0.04366197;1
US7124039;0.002325581;1
US7124941;0.01196888;1
US7124942;0.02122153;1
US7124943;0;0
US7124951;0;0
US7124953;0;0
US7125382;0.01162791;1
US7125742;0.0183727;1
US7126013;0.002325581;1
US7126470;0;0
US7126479;0;0
US7126480;0;0
US7126481;0.01245048;1
US7126482;0;0
US7126493;0.002070393;1
US7126755;0.1494428;1
US7127261;0.002178649;1
US7128154;0;0
US7128265;0.01754386;1
US7128270;0.04651163;1
US7128274;0.004796163;1
US7128275;0.03542822;1
US7129423;0;0
US7129828;0;0
US7129837;0.002325581;1
US7129840;0.01411509;1
US7129843;0;0
US7129844;0.008513425;1
US7129891;0.006535948;1
US7130234;0.002325581;1
US7130559;0.009756098;1
US7130583;0.002178649;1
US7130622;0.01711157;1
US7130773;0;0
US7131009;0;0
US7131525;0;0
US7131575;0.07543323;1
US7131581;0.007588076;1
US7131596;0.004830918;1
US7132500;0;0
US7132682;0.00330033;1
US7132932;0;0
US7132939;0.004651163;1
US7132940;0.004651163;1
US7132945;0.002325581;1
US7132946;0;0
US7132947;0.006535948;1
US7132948;0;0
US7132999;0.003267974;1
US7133498;0;0
US7133659;0.01257862;1
US7133704;0;0
US7133739;0;0
US7133740;0;0
US7134080;0.008281574;1
US7134687;0.004357298;1
US7135728;0;0
US7135852;0.002325581;1
US7135973;0;0
US7135974;0.05103668;1
US7135975;0.006349206;1
US7135976;0.008363202;1
US7135977;0;0
US7135979;0.002070393;1
US7135991;0;0
US7136502;0;0
US7136683;0;0
US7136709;0;0
US7136937;0;0
US7137000;0.02558094;1
US7137176;0;0
US7137216;0;0
US7137530;0;0
US7137551;0.008080808;1
US7137566;0.004651163;1
US7137594;0;0
US7137861;0.01285583;1
US7138391;0;0
US7138902;0.007437458;1
US7138913;0.03186908;1
US7138914;0;0
US7138915;0.01716002;1
US7138918;0;0
US7138919;0;0
US7138920;0;0
US7139141;0.006818182;1
US7139456;0;0
US7139494;0;0
US7139870;0.02295918;1
US7139909;0;0
US7140534;0.02086438;1
US7140539;0.01290812;1
US7140542;0.002398082;1
US7140550;0;0
US7140725;0.002178649;1
US7141185;0;0
US7141451;0.01114206;1
US7141644;0.08671171;1
US7142092;0;0
US7142110;0.002325581;1
US7142115;0.005767012;1
US7142116;0.002325581;1
US7142117;0;0
US7142118;0;0
US7142119;0;0
US7142120;0;0
US7142124;0;0
US7142645;0;0
US7142815;0.01348039;1
US7142838;0;0
US7142944;0;0
US7143041;0.0130719;1
US7143639;0.002325581;1
US7143936;0;0
US7143945;0.04024768;1
US7143946;0.03270042;1
US7143947;0.03122363;1
US7145437;0.05024154;1
US7145451;0.004651163;1
US7145454;0.005891016;1
US7145458;0.006451613;1
US7145459;0;0
US7145460;0;0
US7145464;0.01181435;1
US7145482;0.08910103;1
US7146112;0;0
US7146133;0.002178649;1
US7146247;0.0850967;1
US7146307;0;0
US7146667;0.002325581;1
US7147097;0;0
US7147160;0.03422053;1
US7147163;0.04057971;1
US7147246;0.06079235;1
US7147295;0;0
US7148345;0;0
US7148800;0;0
US7148803;0.009302326;1
US7148804;0;0
US7148806;0;0
US7148856;0;0
US7149118;0.03827751;1
US7149503;0.01089325;1
US7149556;0.004140787;1
US7149643;0;0
US7149658;0;0
US7149753;0;0
US7150394;0;0
US7150395;0;0
US7150398;0.08274021;1
US7150407;0.002325581;1
US7151276;0;0
US7151366;0.006535948;1
US7151436;0.02258727;1
US7151437;0.02910053;1
US7151442;0;0
US7151445;0;0
US7151453;0.002070393;1
US7151454;0.08326463;1
US7151455;0;0
US7151979;0;0
US7151992;0.002325581;1
US7152011;0.05799458;1
US7152019;0;0
US7152040;0;0
US7152317;0;0
US7152779;0;0
US7152781;0;0
US7152786;0;0
US7152803;0;0
US7152804;0.006156552;1
US7153956;0;0
US7154283;0;0
US7154375;0.002325581;1
US7154378;0.05208333;1
US7154384;0.002325581;1
US7154390;0.025;1
US7154395;0.002325581;1
US7154396;0.006976744;1
US7154397;0.00621118;1
US7154409;0;0
US7154447;0.004357298;1
US7154449;0;0
US7154703;0;0
US7155172;0.009621353;1
US7155199;0.0400641;1
US7155202;0;0
US7155239;0.007295174;1
US7155264;0.003030303;1
US7155304;0.008184524;1
US7155305;0;0
US7155405;0;0
US7156259;0;0
US7156289;0.04927885;1
US7156290;0;0
US7156301;0;0
US7156303;0.006535948;1
US7156305;0;0
US7156312;0;0
US7157651;0;0
US7157675;0;0
US7157961;0.03154574;1
US7158009;0.004651163;1
US7158010;0.04355109;1
US7158028;0;0
US7158030;0.002070393;1
US7158031;0.01291248;1
US7158032;0;0
US7158033;0.03830228;1
US7158034;0.003350084;1
US7158035;0;0
US7158036;0;0
US7158037;0.008492569;1
US7158046;0.01496599;1
US7158091;0.125;1
US7158401;0.0292299;1
US7158408;0.008045977;1
US7158689;0.08551484;1
US7158754;0.05679012;1
US7158763;0;0
US7158850;0.02601626;1
US7159654;0.02869757;1
US7159764;0.0412758;1
US7159765;0.007407407;1
US7159774;0;0
US7159777;0.07953855;1
US7161357;0;0
US7161469;0;0
US7161473;0;0
US7161484;0.004140787;1
US7161487;0;0
US7161489;0;0
US7162328;0;0
US7162337;0;0
US7162377;0.02435897;1
US7163145;0.004651163;1
US7163152;0;0
US7164117;0;0
US7164353;0;0
US7164354;0;0
US7164359;0.002398082;1
US7164363;0;0
US7164384;0.01296296;1
US7165015;0;0
US7165422;0;0
US7165719;0.004166667;1
US7165721;0.0216849;1
US7165722;0;0
US7165728;0.0141844;1
US7166937;0;0
US7167077;0.007092198;1
US7167078;0;0
US7167080;0.1359164;1
US7167090;0.01952432;1
US7167091;0;0
US7167095;0;0
US7167100;0;0
US7167140;0.01809955;1
US7167892;0;0
US7168150;0;0
US7168153;0.0627451;1
US7168618;0.01230425;1
US7168619;0.009777778;1
US7168626;0.004;1
US7168813;0.002325581;1
US7169125;0.0116144;1
US7169883;0;0
US7170088;0.002398082;1
US7170200;0;0
US7170201;0.002325581;1
US7170286;0;0
US7170391;0;0
US7170393;0;0
US7170407;0.002325581;1
US7170409;0;0
US7170412;0.07763975;1
US7170413;0.002752546;1
US7170414;0;0
US7170415;0.002325581;1
US7170492;0.004385965;1
US7170867;0.004651163;1
US7171135;0;0
US7171192;0;0
US7171331;0;0
US7171345;0;0
US7171363;0.005159959;1
US7171376;0;0
US7171378;0;0
US7171451;0;0
US7172112;0.03401361;1
US7172113;0.002178649;1
US7172115;0;0
US7172122;0.002325581;1
US7172123;0.01822917;1
US7172130;0;0
US7172197;0;0
US7172670;0.02857143;1
US7173140;0;0
US7173348;0.00710015;1
US7173360;0;0
US7173515;0.002178649;1
US7173518;0;0
US7173519;0.05793991;1
US7173528;0;0
US7173530;0.005291005;1
US7174031;0;0
US7174153;0.006193694;1
US7174154;0;0
US7174238;0.007978723;1
US7174277;0.002574003;1
US7174836;0.002178649;1
US7175077;0;0
US7175081;0.002178649;1
US7175082;0.0113852;1
US7175089;0.02015839;1
US7175266;0;0
US7175334;0;0
US7176053;0.009302326;1
US7176784;0;0
US7176796;0;0
US7176797;0.03805395;1
US7176799;0.004651163;1
US7176800;0;0
US7176801;0;0
US7176802;0;0
US7176834;0;0
US7176841;0;0
US7176900;0;0
US7176951;0.002325581;1
US7177190;0.04356061;1
US7177553;0.002398082;1
US7177621;0.02761721;1
US7177699;0;0
US7177706;0;0
US7177721;0.06802721;1
US7177761;0.002883506;1
US7178025;0.01213819;1
US7178416;0;0
US7178718;0.04875283;1
US7178719;0.01121305;1
US7178729;0;0
US7178730;0;0
US7179424;0;0
US7180248;0.002989537;1
US7180304;0;0
US7180402;0.006976744;1
US7180403;0.01474498;1
US7180409;0;0
US7180418;0.01010101;1
US7180419;0;0
US7180421;0;0
US7180422;0.00832293;1
US7180423;0;0
US7180441;0.002325581;1
US7180627;0.01269841;1
US7180701;0;0
US7181164;0.004796163;1
US7181252;0.02636331;1
US7181665;0.002339181;1
US7181821;0.03789338;1
US7182021;0;0
US7182256;0.002398082;1
US7182261;0.02217454;1
US7182265;0;0
US7183418;0.05089316;1
US7183673;0.02028081;1
US7183895;0.006535948;1
US7183913;0.05550859;1
US7183917;0;0
US7183918;0;0
US7183919;0;0
US7183920;0;0
US7183921;0;0
US7183922;0.003134796;1
US7183923;0;0
US7183924;0;0
US7183926;0.01101322;1
US7183928;0.004761905;1
US7183936;0.004357298;1
US7183976;0;0
US7183987;0;0
US7183994;0;0
US7184392;0;0
US7184423;0;0
US7184756;0.01058201;1
US7184873;0.09188361;1
US7185199;0.00621118;1
US7185734;0.002325581;1
US7185809;0;0
US7185810;0;0
US7185823;0.02772143;1
US7186308;0.005128205;1
US7186358;0;0
US7187055;0.03660886;1
US7187267;0;0
US7187275;0.005807201;1
US7187286;0;0
US7187287;0;0
US7187288;0.002325581;1
US7187289;0.002398082;1
US7187290;0.008498584;1
US7187293;0;0
US7187294;0.02408702;1
US7187335;0.04545455;1
US7187462;0;0
US7187645;0;0
US7187961;0;0
US7188045;0;0
US7188513;0.03831417;1
US7188764;0;0
US7188767;0;0
US7188769;0.07191133;1
US7188774;0;0
US7188923;0;0
US7190072;0;0
US7190257;0;0
US7190270;0;0
US7190273;0.004651163;1
US7190319;0.0524911;1
US7190439;0.008191557;1
US7190471;0;0
US7190522;0.2305353;1
US7190561;0.004681648;1
US7190562;0.006349206;1
US7190910;0;0
US7191019;0;0
US7191090;0.002325581;1
US7191507;0.002178649;1
US7191624;0;0
US7191780;0.02410186;1
US7191934;0;0
US7191953;0.01304348;1
US7192107;0;0
US7192136;0;0
US7193291;0;0
US7193515;0;0
US7193516;0.004524887;1
US7193517;0.002680965;1
US7193563;0.01025641;1
US7194331;0;0
US7194438;0.01513067;1
US7194441;0;0
US7195149;0.002398082;1
US7195152;0;0
US7195157;0.004115226;1
US7195159;0;0
US7195165;0;0
US7195170;0;0
US7195171;0;0
US7195173;0.004357298;1
US7195717;0.0330033;1
US7196565;0;0
US7196613;0.002325581;1
US7196617;0;0
US7196622;0;0
US7196625;0;0
US7196626;0;0
US7196637;0;0
US7196661;0;0
US7197214;0;0
US7197257;0.002398082;1
US7197279;0.01395349;1
US7197374;0.02994012;1
US7197377;0;0
US7197842;0;0
US7198172;0.05281207;1
US7198174;0;0
US7198182;0;0
US7198190;0;0
US7198192;0;0
US7198193;0.04107425;1
US7198196;0.002398082;1
US7198198;0.008680556;1
US7198227;0.002325581;1
US7198341;0.002442003;1
US7198977;0;0
US7199456;0.05625;1
US7199712;0;0
US7199713;0.02863535;1
US7199714;0;0
US7199715;0;0
US7199716;0.002398082;1
US7199718;0;0
US7199719;0;0
US7199725;0.01114488;1
US7199754;0.002398082;1
US7200132;0.002398082;1
US7200466;0.006944444;1
US7201035;0.006289308;1
US7201185;0;0
US7201268;0;0
US7201290;0;0
US7201313;0;0
US7201315;0.005445882;1
US7201316;0;0
US7201410;0;0
US7201619;0;0
US7202547;0;0
US7202636;0.01155718;1
US7202776;0;0
US7202784;0.004651163;1
US7202785;0;0
US7202788;0;0
US7202789;0;0
US7202790;0;0
US7202838;0.01675485;1
US7203477;0;0
US7203485;0;0
US7203486;0.008352316;1
US7203571;0.06995885;1
US7204409;0;0
US7204413;0;0
US7204414;0.07609595;1
US7204421;0;0
US7204425;0.004140787;1
US7204652;0;0
US7204808;0.005263158;1
US7204941;0;0
US7205016;0.004357298;1
US7205544;0.04767143;1
US7205774;0;0
US7205835;0;0
US7205889;0.002325581;1
US7205894;0.002325581;1
US7205895;0;0
US7205896;0.01103753;1
US7205897;0;0
US7205898;0;0
US7205899;0.0130719;1
US7205926;0.006976744;1
US7205931;0.01234568;1
US7205953;0;0
US7205954;0.006968641;1
US7206010;0;0
US7206156;0;0
US7206643;0.03647159;1
US7206681;0.03035823;1
US7206873;0;0
US7207080;0;0
US7207154;0;0
US7207274;0;0
US7207477;0.004651163;1
US7207478;0;0
US7207481;0;0
US7207483;0.0255814;1
US7207485;0.02790698;1
US7207486;0.002325581;1
US7207488;0.01108472;1
US7207494;0.02109705;1
US7207930;0;0
US7208707;0;0
US7208820;0;0
US7208823;0.01985112;1
US7208933;0.01061008;1
US7209014;0;0
US7209032;0.004140787;1
US7209035;0.005532504;1
US7209036;0;0
US7209039;0;0
US7209040;0.06048906;1
US7209041;0;0
US7209042;0;0
US7209043;0;0
US7209050;0.002398082;1
US7209051;0;0
US7209090;0.004651163;1
US7209190;0.004651163;1
US7209221;0;0
US7209281;0;0
US7209466;0;0
US7209468;0.003137255;1
US7209771;0.006535948;1
US7209807;0;0
US7209905;0;0
US7210428;0.06282052;1
US7210620;0;0
US7210625;0.009302326;1
US7210633;0.006976744;1
US7210634;0;0
US7210635;0;0
US7210858;0.002178649;1
US7211163;0;0
US7211205;0;0
US7211679;0;0
US7212112;0;0
US7212113;0.006976744;1
US7212116;0;0
US7212119;0.03322949;1
US7212120;0.004651163;1
US7212122;0.004651163;1
US7212123;0.05485987;1
US7212124;0.01006289;1
US7212125;0;0
US7212126;0;0
US7212127;0;0
US7212129;0.004140787;1
US7212446;0.02083333;1
US7212637;0;0
US7212783;0;0
US7212829;0;0
US7212955;0.01229508;1
US7213057;0;0
US7213076;0.08437936;1
US7213743;0;0
US7213746;0;0
US7213747;0;0
US7213749;0;0
US7213750;0;0
US7213763;0.01860465;1
US7213766;0;0
US7213767;0;0
US7213768;0;0
US7213812;0;0
US7214563;0;0
US7215248;0.01315037;1
US7215249;0;0
US7215250;0.009144948;1
US7215251;0.002873563;1
US7215255;0;0
US7215280;0;0
US7215295;0;0
US7215414;0.008928572;1
US7215600;0;0
US7215976;0.004273504;1
US7216109;0.002178649;1
US7216592;0;0
US7216754;0;0
US7216800;0;0
US7216801;0;0
US7216808;0;0
US7218215;0;0
US7218228;0;0
US7218230;0.03155007;1
US7218231;0;0
US7218232;0;0
US7218233;0;0
US7218641;0.004357298;1
US7218941;0.03324584;1
US7218974;0.04285714;1
US7219362;0.0428051;1
US7219834;0.002325581;1
US7219835;0;0
US7219970;0.03703704;1
US7220968;0.01504466;1
US7221052;0;0
US7221168;0;0
US7221258;0.004357298;1
US7221269;0.006976744;1
US7221270;0.002402402;1
US7221275;0.004357298;1
US7221276;0.007440476;1
US7221277;0;0
US7221278;0.002325581;1
US7221596;0.1076542;1
US7221668;0;0
US7221900;0;0
US7221908;0.02982456;1
US7222080;0;0
US7222785;0;0
US7222786;0.0212766;1
US7222791;0.006410256;1
US7223030;0;0
US7223320;0.002325581;1
US7223427;0;0
US7223957;0.02245707;1
US7224100;0;0
US7224157;0;0
US7224273;0.08352669;1
US7224277;0.002325581;1
US7224278;0.002398082;1
US7224279;0;0
US7224280;0.05737705;1
US7224291;0;0
US7224716;0.004975124;1
US7225037;0.007348029;1
US7225167;0;0
US7225937;0;0
US7225979;0.05337691;1
US7225980;0;0
US7225981;0;0
US7225991;0;0
US7225992;0.0207962;1
US7225993;0;0
US7226220;0;0
US7226357;0;0
US7226818;0;0
US7226825;0.002325581;1
US7227094;0.002439024;1
US7227108;0.07348837;1
US7227468;0;0
US7227469;0.002325581;1
US7227470;0;0
US7227492;0;0
US7227623;0.008888889;1
US7227715;0.002178649;1
US7227721;0.01632302;1
US7228155;0.002743484;1
US7228203;0.007968128;1
US7228664;0;0
US7228816;0.002398082;1
US7229010;0;0
US7229014;0;0
US7229015;0;0
US7229018;0.01757469;1
US7229021;0;0
US7229023;0;0
US7229024;0;0
US7229333;0;0
US7229359;0.002178649;1
US7229821;0;0
US7230250;0.006976744;1
US7230425;0;0
US7230519;0.01788831;1
US7230520;0;0
US7230531;0;0
US7230534;0.008101852;1
US7230539;0.002398082;1
US7230562;0;0
US7230580;0.004357298;1
US7230730;0;0
US7231065;0;0
US7231166;0.05412844;1
US7231310;0;0
US7231355;0.004140787;1
US7231424;0;0
US7231879;0;0
US7232057;0.02850356;1
US7232066;0.003484321;1
US7232067;0;0
US7232069;0.002469136;1
US7232608;0;0
US7232984;0;0
US7233041;0;0
US7233228;0;0
US7233241;0.002398082;1
US7233246;0;0
US7233247;0;0
US7233249;0.006976744;1
US7233250;0.005822416;1
US7233319;0;0
US7233498;0.009208103;1
US7233792;0.01428571;1
US7233830;0.002398082;1
US7233837;0;0
US7233907;0.002070393;1
US7233958;0;0
US7233990;0.006535948;1
US7234421;0;0
US7234609;0;0
US7234639;0;0
US7234640;0.006976744;1
US7235863;0.002506266;1
US7236091;0;0
US7236093;0.04003724;1
US7236742;0.02879291;1
US7236798;0;0
US7236851;0.002886003;1
US7237713;0;0
US7237724;0;0
US7237990;0.00621118;1
US7239064;0.01869658;1
US7239226;0.06525157;1
US7239229;0.003831418;1
US7239238;0.002398082;1
US7239240;0;0
US7239241;0;0
US7239242;0;0
US7239243;0;0
US7239269;0.002325581;1
US7239278;0;0
US7239287;0.06385542;1
US7239413;0;0
US7239858;0.04374615;1
US7239871;0;0
US7239974;0.004796163;1
US7240446;0.002398082;1
US7240765;0;0
US7240805;0;0
US7240824;0;0
US7240825;0;0
US7240831;0;0
US7240833;0.004651163;1
US7240834;0;0
US7240836;0;0
US7240841;0.02051282;1
US7240845;0.003546099;1
US7240848;0.004172803;1
US7241266;0.01395349;1
US7241688;0.0322887;1
US7241904;0;0
US7242293;0;0
US7242294;0.007349081;1
US7242300;0;0
US7242301;0;0
US7242302;0;0
US7242303;0.002398082;1
US7242304;0;0
US7242306;0;0
US7242307;0.002325581;1
US7242923;0;0
US7242996;0.002178649;1
US7243001;0;0
US7243002;0.1138716;1
US7243421;0;0
US7243476;0;0
US7243516;0;0
US7243776;0;0
US7243777;0;0
US7243837;0.04629629;1
US7243840;0.002325581;1
US7243845;0.002070393;1
US7243849;0.05116279;1
US7243945;0.01910828;1
US7244075;0;0
US7244326;0.006976744;1
US7244332;0.01498929;1
US7244809;0.002325581;1
US7245043;0.004651163;1
US7245151;0.007751938;1
US7245211;0;0
US7245213;0.004796163;1
US7245215;0;0
US7245216;0.002398082;1
US7245219;0;0
US7245220;0.006976744;1
US7245221;0.0148448;1
US7245222;0;0
US7245227;0.02219873;1
US7245389;0.04599567;1
US7245518;0.02770781;1
US7245558;0.002325581;1
US7245708;0.002325581;1
US7246210;0;0
US7246554;0;0
US7246706;0;0
US7246743;0;0
US7246744;0;0
US7246746;0;0
US7246748;0.006439394;1
US7246751;0.002398082;1
US7246754;0;0
US7247214;0.002070393;1
US7247994;0;0
US7248034;0.03502825;1
US7248154;0.005141388;1
US7248159;0.004651163;1
US7248160;0;0
US7248164;0;0
US7248165;0.01079137;1
US7248167;0;0
US7248168;0.005455537;1
US7248169;0;0
US7248171;0;0
US7248183;0;0
US7248463;0;0
US7248933;0.01272727;1
US7248947;0;0
US7249112;0.05316607;1
US7249302;0.033237;1
US7249687;0.1461483;1
US7249705;0;0
US7249819;0.03683241;1
US7250622;0;0
US7250625;0.002325581;1
US7250845;0.003656307;1
US7250858;0.02016129;1
US7250862;0;0
US7250864;0;0
US7250865;0;0
US7250868;0.03206413;1
US7250907;0.01008493;1
US7250917;0;0
US7251092;0.004796163;1
US7251323;0;0
US7251546;0;0
US7251570;0;0
US7251587;0.04996713;1
US7251805;0;0
US7252010;0;0
US7252152;0.01089325;1
US7252230;0;0
US7252241;0;0
US7252242;0;0
US7252572;0.002325581;1
US7252763;0;0
US7253715;0;0
US7253716;0.006006006;1
US7253719;0.008795075;1
US7253725;0.008922881;1
US7253727;0.002325581;1
US7253734;0;0
US7253735;0.004801921;1
US7253736;0;0
US7253737;0.002325581;1
US7253771;0;0
US7254390;0;0
US7254405;0;0
US7254484;0.05116629;1
US7254510;0.002398082;1
US7255265;0;0
US7255266;0;0
US7255271;0;0
US7255283;0;0
US7255298;0;0
US7255351;0.008649984;1
US7255642;0;0
US7255782;0.00969697;1
US7256418;0.02336449;1
US7256505;0.002325581;1
US7256682;0.05605606;1
US7256692;0.002325581;1
US7256695;0.009056078;1
US7256696;0.005319149;1
US7256698;0;0
US7256699;0;0
US7256739;0.01693122;1
US7256888;0.06464647;1
US7257108;0;0
US7257335;0;0
US7257481;0;0
US7257503;0;0
US7257504;0;0
US7257549;0;0
US7258249;0;0
US7258266;0.002178649;1
US7259106;0;0
US7259110;0;0
US7259654;0.008709422;1
US7259669;0.004651163;1
US7259672;0;0
US7259673;0;0
US7259675;0.002398082;1
US7259676;0;0
US7259678;0;0
US7259679;0;0
US7259726;0.002666667;1
US7259890;0.004140787;1
US7260369;0.06735042;1
US7260375;0.004140787;1
US7260497;0.01936799;1
US7260553;0.002070393;1
US7260882;0.02469136;1
US7261235;0;0
US7261240;0;0
US7261478;0;0
US7261479;0;0
US7261539;0.002325581;1
US7261916;0;0
US7261944;0;0
US7262501;0;0
US7262698;0;0
US7262700;0;0
US7262701;0.002398082;1
US7262737;0;0
US7262740;0.03524229;1
US7262792;0.02031394;1
US7263345;0.002325581;1
US7263375;0;0
US7263410;0;0
US7263501;0;0
US7263946;0;0
US7264090;0;0
US7264149;0;0
US7264151;0.0474359;1
US7264155;0;0
US7264160;0.004127967;1
US7264161;0.004489338;1
US7264241;0;0
US7264243;0.002325581;1
US7264649;0.002325581;1
US7265003;0.02428811;1
US7265063;0.02037351;1
US7265478;0;0
US7265674;0;0
US7265675;0;0
US7265928;0;0
US7265938;0;0
US7266048;0.002398082;1
US7266507;0;0
US7266518;0;0
US7266956;0;0
US7266988;0.01707989;1
US7267262;0;0
US7267267;0;0
US7267269;0;0
US7267270;0;0
US7267273;0;0
US7267275;0.002325581;1
US7267277;0.002923977;1
US7267278;0;0
US7267283;0.004761905;1
US7267286;0;0
US7267420;0.03472222;1
